# OpenSignals Text File Format
# {"00:80:E1:26:9E:1A":{"sensor":["ECG"],"device name":"00:80:E1:26:9E:1A","column":["nSeq","ECG"],"sync interval":2,"time":"13:05:35","comments":"","keywords":"","device connection":"BLE00:80:E1:26:9E:1A","channels":[0],"date":"2025-06-11","mode":0,"digital IO":[],"firmware version":256,"device":"cardiobanplux","position":0,"sampling rate":1000,"label":["ECG"],"resolution":[16],"special":[{}],"sleeve color":["UNKNOWN"]}}
# EndOfHeader
0	34047	
1	34050	
2	34057	
3	34055	
4	34034	
5	33999	
6	33964	
7	33947	
8	33954	
9	33980	
10	34009	
11	34023	
12	34017	
13	33996	
14	33974	
15	33964	
16	33972	
17	33991	
18	34010	
19	34015	
20	34002	
21	33977	
22	33950	
23	33932	
24	33927	
25	33932	
26	33941	
27	33951	
28	33963	
29	33977	
30	33987	
31	33984	
32	33958	
33	33914	
34	33866	
35	33835	
36	33837	
37	33868	
38	33912	
39	33948	
40	33962	
41	33958	
42	33948	
43	33946	
44	33953	
45	33959	
46	33953	
47	33932	
48	33908	
49	33900	
50	33921	
51	33965	
52	34011	
53	34036	
54	34026	
55	33992	
56	33957	
57	33945	
58	33964	
59	34001	
60	34033	
61	34042	
62	34029	
63	34009	
64	34002	
65	34017	
66	34045	
67	34064	
68	34061	
69	34039	
70	34016	
71	34016	
72	34044	
73	34086	
74	34113	
75	34103	
76	34052	
77	33983	
78	33928	
79	33911	
80	33933	
81	33978	
82	34019	
83	34038	
84	34031	
85	34009	
86	33987	
87	33977	
88	33985	
89	34007	
90	34033	
91	34049	
92	34047	
93	34026	
94	33997	
95	33974	
96	33969	
97	33982	
98	34000	
99	34007	
100	33991	
101	33958	
102	33923	
103	33904	
104	33907	
105	33925	
106	33941	
107	33939	
108	33919	
109	33892	
110	33876	
111	33881	
112	33904	
113	33933	
114	33956	
115	33970	
116	33981	
117	33999	
118	34025	
119	34049	
120	34057	
121	34039	
122	34002	
123	33962	
124	33940	
125	33946	
126	33975	
127	34007	
128	34027	
129	34027	
130	34013	
131	34000	
132	33997	
133	34004	
134	34012	
135	34008	
136	33988	
137	33958	
138	33933	
139	33924	
140	33933	
141	33947	
142	33952	
143	33945	
144	33933	
145	33933	
146	33951	
147	33982	
148	34005	
149	34000	
150	33962	
151	33907	
152	33864	
153	33853	
154	33875	
155	33910	
156	33932	
157	33925	
158	33897	
159	33869	
160	33861	
161	33875	
162	33898	
163	33909	
164	33899	
165	33875	
166	33857	
167	33860	
168	33885	
169	33919	
170	33946	
171	33955	
172	33944	
173	33920	
174	33888	
175	33852	
176	33816	
177	33788	
178	33777	
179	33785	
180	33805	
181	33824	
182	33826	
183	33806	
184	33776	
185	33753	
186	33754	
187	33782	
188	33823	
189	33853	
190	33856	
191	33833	
192	33800	
193	33780	
194	33787	
195	33818	
196	33856	
197	33882	
198	33884	
199	33865	
200	33835	
201	33807	
202	33790	
203	33789	
204	33802	
205	33823	
206	33844	
207	33856	
208	33853	
209	33837	
210	33816	
211	33806	
212	33813	
213	33838	
214	33868	
215	33885	
216	33877	
217	33846	
218	33802	
219	33759	
220	33727	
221	33707	
222	33695	
223	33688	
224	33689	
225	33704	
226	33737	
227	33783	
228	33832	
229	33867	
230	33877	
231	33860	
232	33827	
233	33794	
234	33774	
235	33773	
236	33786	
237	33800	
238	33805	
239	33797	
240	33782	
241	33770	
242	33767	
243	33771	
244	33773	
245	33766	
246	33745	
247	33715	
248	33687	
249	33669	
250	33664	
251	33672	
252	33693	
253	33721	
254	33752	
255	33780	
256	33797	
257	33796	
258	33778	
259	33749	
260	33723	
261	33712	
262	33718	
263	33734	
264	33746	
265	33745	
266	33736	
267	33732	
268	33747	
269	33777	
270	33810	
271	33827	
272	33816	
273	33784	
274	33750	
275	33730	
276	33732	
277	33746	
278	33758	
279	33757	
280	33745	
281	33734	
282	33735	
283	33750	
284	33768	
285	33775	
286	33763	
287	33737	
288	33714	
289	33710	
290	33730	
291	33761	
292	33784	
293	33788	
294	33773	
295	33752	
296	33742	
297	33754	
298	33781	
299	33806	
300	33811	
301	33790	
302	33752	
303	33715	
304	33699	
305	33709	
306	33739	
307	33771	
308	33788	
309	33786	
310	33772	
311	33756	
312	33749	
313	33751	
314	33758	
315	33762	
316	33761	
317	33755	
318	33747	
319	33738	
320	33731	
321	33726	
322	33726	
323	33731	
324	33741	
325	33753	
326	33762	
327	33764	
328	33758	
329	33748	
330	33739	
331	33740	
332	33758	
333	33793	
334	33838	
335	33878	
336	33898	
337	33891	
338	33862	
339	33828	
340	33808	
341	33813	
342	33842	
343	33884	
344	33928	
345	33966	
346	33997	
347	34025	
348	34053	
349	34077	
350	34092	
351	34091	
352	34078	
353	34060	
354	34049	
355	34053	
356	34069	
357	34088	
358	34103	
359	34110	
360	34114	
361	34125	
362	34151	
363	34193	
364	34247	
365	34302	
366	34350	
367	34384	
368	34404	
369	34409	
370	34407	
371	34403	
372	34401	
373	34400	
374	34395	
375	34382	
376	34361	
377	34342	
378	34332	
379	34337	
380	34351	
381	34359	
382	34345	
383	34302	
384	34234	
385	34158	
386	34093	
387	34052	
388	34034	
389	34026	
390	34012	
391	33981	
392	33935	
393	33886	
394	33845	
395	33817	
396	33795	
397	33768	
398	33730	
399	33689	
400	33656	
401	33642	
402	33647	
403	33661	
404	33675	
405	33684	
406	33690	
407	33698	
408	33709	
409	33718	
410	33721	
411	33712	
412	33695	
413	33676	
414	33662	
415	33656	
416	33655	
417	33653	
418	33642	
419	33615	
420	33569	
421	33511	
422	33452	
423	33407	
424	33388	
425	33398	
426	33429	
427	33466	
428	33497	
429	33512	
430	33510	
431	33495	
432	33471	
433	33444	
434	33421	
435	33408	
436	33407	
437	33417	
438	33428	
439	33431	
440	33424	
441	33414	
442	33415	
443	33436	
444	33473	
445	33511	
446	33530	
447	33523	
448	33499	
449	33484	
450	33497	
451	33542	
452	33600	
453	33642	
454	33647	
455	33615	
456	33565	
457	33523	
458	33507	
459	33516	
460	33534	
461	33546	
462	33544	
463	33532	
464	33522	
465	33520	
466	33529	
467	33542	
468	33554	
469	33563	
470	33572	
471	33588	
472	33617	
473	33667	
474	33747	
475	33867	
476	34034	
477	34252	
478	34512	
479	34792	
480	35063	
481	35292	
482	35452	
483	35529	
484	35527	
485	35460	
486	35346	
487	35191	
488	34991	
489	34731	
490	34402	
491	34016	
492	33606	
493	33215	
494	32873	
495	32585	
496	32324	
497	32056	
498	31754	
499	31416	
500	31063	
501	30718	
502	30392	
503	30072	
504	29739	
505	29383	
506	29018	
507	28679	
508	28403	
509	28204	
510	28077	
511	27998	
512	27950	
513	27927	
514	27930	
515	27950	
516	27966	
517	27950	
518	27889	
519	27803	
520	27736	
521	27736	
522	27828	
523	28002	
524	28228	
525	28476	
526	28740	
527	29035	
528	29382	
529	29789	
530	30234	
531	30681	
532	31096	
533	31466	
534	31804	
535	32128	
536	32443	
537	32728	
538	32955	
539	33108	
540	33204	
541	33284	
542	33389	
543	33536	
544	33702	
545	33848	
546	33944	
547	33990	
548	34018	
549	34058	
550	34126	
551	34204	
552	34268	
553	34301	
554	34311	
555	34318	
556	34335	
557	34357	
558	34366	
559	34349	
560	34315	
561	34284	
562	34274	
563	34284	
564	34291	
